display_name,official_iau_name,simbad_main_id,gaia_dr3_source_id,hip_id,hd_id,bayer_designation,flamsteed_designation,all_identifiers,ra_deg,dec_deg,parallax_mas,parallax_error_mas,parallax_over_error,proper_motion_ra_mas_yr,proper_motion_dec_mas_yr,radial_velocity_km_s,distance_pc,distance_ly,x_ly,y_ly,z_ly,r_ly,phi_deg,theta_deg,apparent_magnitude,spectral_type,stellar_category,astrometry_source,distance_quality_flag,selection_reason,fame_score,notes
LMC B0441-6957,,NAME LMC B0441-6957,4655746438649840000,,,,,1RXS J044048.0-695207 | [FHW95] LMC B0441-6957 | [FPH98] LMC  3 | [MBB72]  6 | [MEM2008] 60 | AT20G J044047-695217 | AT20G J044047.8-695216 | ATPMN J044047.7-695217 | CGRaBS J0440-6952 | CRATES J044047-695212 | Gaia DR2 4655746438649840000 | Gaia DR3 4655746438649840000 | ICRF J044047.7-695218 | IERS B0441-699 | IVS B0441-699 | LCS1 J0440-6952 | LCS2 J0440-6952 | LMC RASS    75 | NAME LMC B0441-6957 | PMN J0440-6952 | SPASS J044051-695140 | SUMSS J044047-695218 | WISE J044047.76-695218.0 | WISEA J044047.77-695218.0,70.19898905,-69.87169058,,,,-0.415,0.196,,,,,,,,70.19898905,159.87169058,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=1.078"
LMC B0455-6843,,NAME LMC B0455-6843,,,,,,1AXG J045549-6838 | 1RXS J045537.1-683927 | 2E  1189 | 2E 0455.8-6844 | [BMD2010] SNR J0455.6-6839 | [FHW95] LMC B0455-6843 | [FPH98] LMC 11 | [HP99]   696 | CAL  2 | DEM L  33 | LHA 120-N  86 | LMC RASS   104 | MCELS L-62 | MCSNR J0455-6839 | NAME LMC B0455-6843 | PMN J0455-6838 | SNR B0455-68.7 | SNR J045546-683848 | SUMSS J045555-683828 | WHHW 0455.9-6844,73.98291667,-68.64138889,,,,,,,,,,,,,73.98291667,158.64138889,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
LMC B0550-6823,,NAME LMC B0550-6823,,,,,,[BMD2010] SNR J0550.5-6823 | [FHW95] LMC B0550-6823 | [FPH98] LMC 60 | [MBB72] 92 | DEM L 328 | LMC RASS   309 | MC4 0550-68.3 | MCELS L-398 | MCSNR J0550-6823 | MDM 108 | NAME LMC B0550-6823 | NAME SNR J0550-6823 | PKS 0550-683 | PKS J0550-6822 | PMN J0550-6822 | SNR B0551-68.4 | SPASS J055034-682228,87.61545833,-68.38355556,,,,,,,,,,,,,87.61545833,158.38355556,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
LMC R 1,,RGC   4,4659324769209076736,,,,,2MASS J05424387-6739164 | AP J05424387-6739164 | DCMC J054243.88-673916.6 | Gaia DR2 4659324769200612992 | Gaia DR3 4659324769209076736 | GRV 0542-6740 | MACHO  50.10122.12 | NAME LMC R 1 | RGC   4 | SSTISAGE1C J054243.89-673916.5 | SSTISAGEMC J054243.88-673916.5 | SSTM1SAGE1 J054243.81-673916.4 | TIC 389367561,85.68282848,-67.65458479,,,,1.728,0.517,300.1945,,,,,,,85.68282848,157.65458479,,Ce,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=0.959"
LMC SN,,SN 1987A,,,,,,2XMM J053528.1-691611 | [BMD2010] SNR J0535.5-6916 | [GC2009] J053527.99-691611.1 | [HP99]   854 | [SHP2000] LMC 264 | [WLJ87] Star 1 | [WS90]   1 | [WS91b] Star 1 | [WSI2008] 884 | AAVSO 0534-69 | CPD-69   402 | GEN# +8.58690202 | GSC 09162-00821 | HSO BMHERICC J083.8662-69.2699 | INTREF   262 | MCSNR J0535-6916 | NAME LMC SN | NAME NS 1987A | NAME SNR 1987A | SK -69  202 | SN 1987A | SNR B0535-69.3 | SRGA J053525.0-691621 | SSTISAGE1C J053528.01-691611.0 | UBV M  51417 | USNO-B1.0 0207-00125299 | WISE J053527.97-691610.9 | WISEA J053527.99-691610.9 | XMMU J053528.5-691614,83.86661833,-69.26975372,,,,,,269.6918,,,,,,,83.86661833,159.26975372,,SNIIpec,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
Lo 1,,IRAS 02044+6031,507627269958891136,,,,,12P 16 | 2MASX J02080495+6046006 | 87GB 020428.3+603144 | [BNM96] 132.157-0.726 | [KC97c] G132.2-00.7 | [KSP2003] G132.1571-00.7241 | [KSP2003] J020805.26+604601.9 | [L89b] 132.157-00.725 | [PBD2003] G132.2-00.7 | [UHP2009] VLA G132.1566-00.7242 | BWE 0204+6031 | F3R 3928 | Gaia DR2 507627269958891136 | Gaia DR3 507627269958891136 | GB6 B0204+6031 | GT 0204+605 | IRAS 02044+6031 | IRCO  3384 | KR 138 | MSX6C G132.1570-00.7241 | NAME Lo 1 | NVSS J020805+604559 | PK 132-00  1 | PN K  4-60 | RAFGL 5066 | WB89  411 | WN B0204.4+6031 | ZOAG G132.16-00.72,32.02098148,60.7668342,0.8928,0.2016,4.429,-1.734,0.388,,,,,,,,32.02098148,29.2331658,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=0.975"
Lowne 2,,LP  415-26,48191667661477120,,,,,2MASS J04221346+1929054 | [ABG2007] 526 | [RHG95]   756 | AP J04221346+1929054 | CSI+19-04193  2 | EPIC 210774732 | Gaia DR2 48191667661477120 | Gaia DR3 48191667661477120 | GJ 168.2 | GJ 9850 | LP  415-26 | LSPM J0422+1929 | NAME Lowne 2 | NLTT 13100 | PLX  962.12 | TIC 17308657 | UCAC2  38562092 | USNO-B1.0 1094-00048862 | WISEA J042213.60+192902.3 | XEST 01-OM-057,65.55693653,19.48357068,13.442629,0.026804,501.525,161.070637,-253.799961,-22.1284,74.39021,242.628413,94.647904,208.233988,80.925443,242.628413,65.55693653,70.51642932,,M3.5V,red_dwarf,Gaia DR3,reliable_gaia_parallax,simbad_named_star,0,Gaia RUWE=1.041
LP 357-64c,,UCAC3 234-22670,67538983502641536,,,,,2MASS J03554826+2654584 | Gaia DR2 67538983502641536 | Gaia DR3 67538983502641536 | NAME LP 357-64c | TIC 149905627 | UCAC3 234-22670 | UCAC4 585-009897,58.95111613,26.91616854,0.802868,0.063158,12.712,4.865232,-13.075985,,1245.535158,4062.392353,1868.277334,3103.335106,1838.989572,4062.392353,58.95111613,63.08383146,,,other,Gaia DR3,reliable_gaia_parallax,simbad_named_star,0,Gaia RUWE=1.051
LP 532-81AB,,NAME LP 532-81AB,9178383766474624,,,,,** JNN  255AB | Gaia DR2 9178383766474624 | Gaia DR3 9178383766474624 | NAME LP 532-81AB | WDS J03257+0551AB,51.42549872,5.86386438,,,,,,,,,,,,,51.42549872,84.13613562,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax"
LP 714-37 BC,,NAME LP 714-37 BC,3188811632992226176,,,,,** PHB    1BC | CNS5 1038 | Gaia DR2 3188811632989991296 | Gaia DR3 3188811632992226176 | LP  714-37 B | LP  714-37 C | NAME LP 714-37 BC | WDS J04108-1252BC,62.70060819,-12.86197079,42.6252,0.7831,54.431,-150.28,-391.055,,23.4603,76.517266,34.213353,66.288884,-17.032979,76.517266,62.70060819,102.86197079,,M8.0+M8.5,other,SIMBAD,reliable_simbad_parallax,simbad_named_star,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=16.402"
LS I +57 132B,,BD+56   821B,449029317449963776,,,,,** MLB   54B | 2MASS J03340170+5715345 | BD+56   821B | CCDM J03340+5716B | Gaia DR2 449029317445378688 | Gaia DR3 449029317449963776 | NAME LS I +57 132B | TIC 317027910 | UCAC4 737-031249 | WDS J03340+5715B,53.50711765,57.25959865,1.1793,0.0178,66.253,-1.199,0.356,,847.960655,2765.677755,889.569516,1202.49659,2326.293506,2765.677755,53.50711765,32.74040135,,,other,SIMBAD,reliable_simbad_parallax,simbad_named_star,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=0.856"
LS I +60 90A,,UCAC3 302-4575,429210826523696640,,,,,2MASS J00093893+6039497 | Gaia DR2 429210826523696640 | Gaia DR3 429210826523696640 | NAME LS I +60 90A | TIC 83057146 | UCAC3 302-4575,2.41218048,60.66378945,0.382402,0.013863,27.585,-2.796404,-1.859641,,2615.048609,8529.147818,4175.01247,175.873999,7435.368297,8529.147818,2.41218048,29.33621055,,,other,Gaia DR3,reliable_gaia_parallax,simbad_named_star,0,Gaia RUWE=1.053
LS V +21 22A,,NAME LS V +21 22A,3423432948907575296,,,,,Gaia DR2 3423432948907575296 | Gaia DR3 3423432948907575296 | NAME LS V +21 22A,91.51446533,21.81363626,0.7559,0.1009,7.492,2.351,-4.529,,,,,,,,91.51446533,68.18636374,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=4.909"
LS V +21 22B,,NAME LS V +21 22B,,,,,,Gaia DR2 3423432948911099008 | NAME LS V +21 22B,91.51461692,21.81376012,,,,,,,,,,,,,91.51461692,68.18623988,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
LSBC F673-02,,Z 428-57,2734853174854413312,,,,,2MASX J22143196+1346216 | DOC SRGb009.28 | Gaia DR2 2734853174854413312 | Gaia DR3 2734853174854413312 | LEDA   68368 | LSB F673-2 | NAME LSBC F673-02 | NPM1G +13.0537 | RASSCALS SRGb009.028 | SDSS J221431.94+134621.8 | Z 2212.1+1332 | Z 428-57,333.63310807,13.77274091,,,,,,7202.3202,,,,,,,333.63310807,76.22725909,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax"
LSPM J1910+3017AB,,NAME LSPM J1910+3017AB,2039402483933153664,,,,,** JNN  121AB | Gaia DR2 2039402479625077760 | Gaia DR3 2039402483933153664 | NAME LSPM J1910+3017AB | WDS J19109+3018AB,287.72824235,30.29645869,15.3153,0.438,34.966,-73.798,-144.612,5.16,65.294183,212.961142,55.990827,-175.144331,107.433414,212.961142,287.72824235,59.70354131,,,other,SIMBAD,reliable_simbad_parallax,simbad_named_star,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=29.798"
LSPM J1945+2707NW,,Ross  165A,2028065934962125184,,,,,** KUI   95A | CCDM J19458+2707A | CNS5 4898 | Gaia DR2 2028065934962125184 | Gaia DR3 2028065934962125184 | GJ 766 A | NAME LSPM J1945+2707NW | Ross  165A | WDS J19458+2710A,296.43919606,27.11990656,93.878997,0.029522,3179.967,-46.149795,-1224.565197,-3.2253,10.65201,34.74221,13.768158,-27.688198,15.837381,34.74221,296.43919606,62.88009344,,M4V,red_dwarf,Gaia DR3,reliable_gaia_parallax,nearby_<=50ly | simbad_named_star,0,Gaia RUWE=1.393
LSPM J1945+2707SE,,Ross  165B,2028065934962124928,,,,,** KUI   95B | CCDM J19458+2707B | CNS5 4899 | Gaia DR2 2028065934962124928 | Gaia DR3 2028065934962124928 | GJ 766 B | NAME LSPM J1945+2707SE | Ross  165B | WDS J19458+2710B,296.43981932,27.12564261,93.8749,0.0325,2888.458,-1.517,-1220.473,,10.652475,34.743726,13.768354,-27.687837,15.841168,34.743726,296.43981932,62.87435739,,M4V,red_dwarf,SIMBAD,reliable_simbad_parallax,nearby_<=50ly | simbad_named_star,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=1.554"
LSPM J2132+2433NE,,LP  397-34 B,1798246358081360256,,,,,** MCT   12B | CNS5 5304 | Gaia DR2 1798246358081360256 | Gaia DR3 1798246358081360256 | GJ 4201 B | LP  397-34 B | NAME LSPM J2132+2433NE | WDS J21324+2434B,323.09302933,24.561629,48.594689,0.046233,1051.072,229.027602,-8.883353,0.3906,20.578381,67.117701,48.811918,-36.658312,27.898934,67.117701,323.09302933,65.438371,,M4V,red_dwarf,Gaia DR3,reliable_gaia_parallax,simbad_named_star,0,Gaia RUWE=1.060
LSPM J2132+2433SW,,LP  397-34 A,1798246358080104448,,,,,** MCT   12A | CNS5 5303 | Gaia DR2 1798246358080104448 | Gaia DR3 1798246358080104448 | GJ 4201 A | LP  397-34 A | NAME LSPM J2132+2433SW | WDS J21324+2434A,323.09261679,24.5614191,48.734047,0.050763,960.031,212.228149,-44.259741,1.7514,20.519535,66.925773,48.672156,-36.553897,27.818932,66.925773,323.09261679,65.4385809,,M4V,red_dwarf,Gaia DR3,reliable_gaia_parallax,simbad_named_star,0,Gaia RUWE=1.118
LTT 9387B,,HD 218572B,6387649708219253248,,218572B,,,2MASS J23102283-6850239 | CCDM J23103-6850B | CNS5 5708 | Gaia DR2 6387649708219253248 | Gaia DR3 6387649708219253248 | HD 218572B | NAME LTT 9387B | TIC 260795156 | WD 2307-691,347.5960284,-68.83856317,47.46051,0.015364,3089.014,65.124697,320.691173,,21.070149,68.721634,24.229212,-5.328898,-64.087527,68.721634,347.5960284,158.83856317,,DB,white_dwarf,Gaia DR3,reliable_gaia_parallax,simbad_named_star,0,Gaia RUWE=0.974
Luhman 16A,,NAME Luhman 16A,,,,,,** LUH   16A | Gaia DR2 5353626573555863424 | NAME Luhman 16A | NAME WISE J1049-5319A | WDS J10493-5319A,162.30843272,-53.31805699,,,,,,,,,,,,,162.30843272,143.31805699,,L7.5,brown_dwarf,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
Luhman 16B,,NAME Luhman 16B,,,,,,** LUH   16B | Gaia DR2 5353626573562355584 | NAME Luhman 16B | NAME WISE J1049-5319B | WDS J10493-5319B,162.30864367,-53.31827781,,,,,,,,,,,,,162.30864367,143.31827781,,T0.5,brown_dwarf,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
Lynx,,NAME Lynx,,,,,,NAME Lynx | NAME Lynx Region | SA  28-,131.75,44.6,,,,,,,,,,,,,131.75,45.4,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
M 17 UC1,,NAME M 17 UC1,,,,,,[CW98] IRS  5N | [FCM84] M17 UC-1 | Cl* NGC 6618    GBL       6 | M17WF 16 | MPCM J182024.84-161135.0 | NAME M 17 UC1 | NAME M 17 Ultra Compact 1 | NAME M17 UC-1 | NAME M17-UC1 | NAME M17UC1,275.10341667,-16.19302778,,,,,,,,,,,,,275.10341667,106.19302778,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
M 17N IRS 1,,2MASS J18203282-1601329,,,,,,2MASS J18203282-1601329 | [HKL98] IRS 1 | [PCB2009] E17 | [RMB2008] G015.1971-00.6266 | MIRES G015.1971-00.6266 | NAME M 17N IRS 1 | NAME M 17N-IRS 1 | SPICY 81957 | SSTGLMC G015.1971-00.6266 | TIC 116431402 | UGPS J182032.81-160133.0,275.13679167,-16.025825,,,,,,,,,,,,,275.13679167,106.025825,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
M 17N-IRS 4,,2MASS J18203135-1602381,4098006349286134016,,,,,2MASS J18203135-1602381 | [HKL98] IRS 4 | [PCB2009] NX17 | Gaia DR2 4098006349286134016 | Gaia DR3 4098006349286134016 | NAME M 17N-IRS 4 | SPICY 81947 | SSTGLMC G015.1784-00.6299 | TIC 116431625 | UGPS J182031.35-160238.1,275.13064263,-16.04390151,0.0229,1.5928,0.014,-0.772,-3.362,,,,,,,,275.13064263,106.04390151,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=1.221"
M 17N-IRS 5,,NAME M 17N-IRS 5,,,,,,[HKL98] IRS 5 | NAME M 17N-IRS 5,275.15541667,-16.05277778,,,,,,,,,,,,,275.15541667,106.05277778,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
M 5 PSR A,,NAME M 5 PSR A,,,,,,[WAK89] M 5 Psr A | NAME M 5 PSR A | PSR B1516+02 | PSR B1516+02A | PSR J1518+0204A | PSR J1518+0205A,229.63882333,2.09098611,,,,,,,,,,,,,229.63882333,87.90901389,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
M101-OC1,,NAME M101-OC1,,,,,,NAME M101-OC1,210.82183333,54.36877778,,,,,,,,,,,,,210.82183333,35.63122222,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
M51-DS1,,NAME M51-DS1,,,,,,NAME M51-DS1,202.484,47.19661111,,,,,,,,,,,,,202.484,42.80338889,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
M59cO,,SDSS J124155.33+114003.7,3928425445406259456,,,,,Gaia DR2 3928425445406259456 | Gaia DR3 3928425445406259456 | NAME M59cO | NGVS J124155.34+114003.8 | SDSS J124155.33+114003.7,190.48055767,11.66771948,,,,,,706.6753,,,,,,,190.48055767,78.33228052,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax"
Marsic,,* kap Her,,,,,,* kap Her | ** STF 2010AB | CCDM J16081+1703AB | IRAS 16058+1710 | NAME Marsic | WDS J16081+1703AB,242.01958333,17.05055556,,,,,,,,,,,,,242.01958333,72.94944444,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
MASTER OT J015017.0+375614,,1RXS J015017.0+375614,342789139554660096,,,,,1RXS J015017.0+375614 | 2MASS J01501618+3756189 | Gaia DR2 342789139554660096 | Gaia DR3 342789139554660096 | LAMOST J015016.17+375618.9 | MASTER OT J015016.17+375620.5 | NAME MASTER OT J015017.0+375614 | PSO J027.5674+37.9386 | WISE J015016.18+375619.0,27.56743292,37.93861341,1.365844,0.11241,12.151,-1.158057,0.694523,,732.148029,2387.947491,1669.484965,871.577715,1468.150352,2387.947491,27.56743292,52.06138659,,,other,Gaia DR3,reliable_gaia_parallax,simbad_named_star,0,Gaia RUWE=0.983
Maury's Star,,NAME Maury's Star,,,,,,NAME Maury's Star | NSV 12015,291.6375,-20.45666667,,,,,,,,,,,,,291.6375,110.45666667,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
Mayall's star,,LP  463-62,2822487343966043904,,,,,2MASS J23505803+1956347 | CSI+19-23484 | Gaia DR2 2822487343966043904 | Gaia DR3 2822487343966043904 | GEN# +9.85463062 | GJ 908.2 | GJ 9842 | LFT 1830 | LHS  4027 | LP  463-62 | LSPM J2350+1956 | LTT 17032 | NAME Mayall's star | NLTT 58158 | PLX 5767 | PLX 5767.00 | PM J23509+1956 | TIC 113547195 | UCAC2  38906800 | USNO 365 | USNO-B1.0 1099-00601928 | WISEA J235058.77+195633.0,357.74214084,19.94298675,30.9941,0.0348,890.635,871.843,-161.95,,32.264205,105.231763,98.844477,-3.897189,35.892967,105.231763,357.74214084,70.05701325,,dM4.0,white_dwarf,SIMBAD,reliable_simbad_parallax,simbad_named_star,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=1.706"
Mayer 2 4,,SDSS J041942.58+531016.9,275302975564153728,,,,,Gaia DR2 275302975564153728 | Gaia DR3 275302975564153728 | NAME Mayer 2 4 | SDSS J041942.58+531016.9,64.92747511,53.1713663,1.4552,0.3256,4.469,0.499,-3.0,,,,,,,,64.92747511,36.8286337,,B6.0V,other_main_sequence,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=8.066"
McNaught's Var,,V* V686 Mon,3061363907323162880,,,,,2MASS J07254271-0306223 | AAVSO 0720-02 | Gaia DR2 3061363907323162880 | Gaia DR3 3061363907323162880 | IRAS 07231-0300 | NAME McNaught's Var | TIC 64410041 | UCAC2  30673752 | UCAC4 435-035633 | V* V686 Mon | WISE J072542.71-030622.0,111.42798192,-3.10618959,0.3482,0.0885,3.934,1.371,-0.782,,,,,,,,111.42798192,93.10618959,,M10,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=1.433"
MCQC J0722-07,,PMN J0723-0732,3054671558007805568,,,,,1RXS J072259.5-073131 | 2MASS J07225968-0731347 | 3FGL J0723.2-0728 | 3FHL J0723.0-0732 | 3HSP J072259.7-073134 | 4FGL J0723.0-0732 | [CGI2005] 12 | [MML2015] 5BZB J0722-0731 | [SPT2017] FRC J0722-0731 | F3R 6058 | Gaia DR2 3054671558007805568 | Gaia DR3 3054671558007805568 | NAME MCQC J0722-07 | NVSS J072259-073135 | PMN J0723-0732 | PSO J110.7486-07.5263 | RRF 2475 | TGSSADR J072259.6-073136 | TIC 187595496 | WISE J072259.68-073135.0 | WISEA J072259.68-073134.7,110.74867923,-7.52633683,0.0006,0.1297,0.005,0.364,0.04,82937.505,,,,,,,110.74867923,97.52633683,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=1.104"
MCT 0134-4042A,,NAME MCT 0134-4042A,4960508526177387904,,,,,Gaia DR2 4960508526177387904 | Gaia DR3 4960508526177387904 | NAME MCT 0134-4042A,24.20046239,-40.45939976,3.5608,0.1587,22.437,32.976,10.643,,280.835767,915.963766,635.677615,285.691014,-594.377182,915.963766,24.20046239,130.45939976,,,other,SIMBAD,reliable_simbad_parallax,simbad_named_star,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=2.480"
MCT 0134-4042B,,NAME MCT 0134-4042B,4960508526175740928,,,,,Gaia DR2 4960508526175740928 | Gaia DR3 4960508526175740928 | NAME MCT 0134-4042B,24.20044363,-40.45922808,3.7806,0.1891,19.993,35.415,10.968,,264.508279,862.710622,598.721623,269.081739,-559.818768,862.710622,24.20044363,130.45922808,,,other,SIMBAD,reliable_simbad_parallax,simbad_named_star,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=2.318"
Mighell Star,,NAME Mighell Star,,,,,,Cl* Hodge   11    JIS       1 | NAME Mighell Star,93.59583333,-69.84666667,,,,,,,,,,,,,93.59583333,159.84666667,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
Miniature Spiral,,NGC  3928,786854196368863360,,,,,2MASX J11514768+4840593 | [CHM2007] HDC  706 J115147.68+4840593 | [CHM2007] LDC  867 J115147.68+4840593 | [M98c] 114910.1+485734 | [VV2010c] J115147.6+484059 | Gaia DR2 786854192066009344 | Gaia DR3 786854196368863360 | IRAS 11491+4857 | IRAS F11491+4857 | LEDA   37136 | MCG+08-22-019 | Mrk  190 | NAME Miniature Spiral | NGC  3928 | PSCz Q11491+4857 | SDSS J115147.62+484059.2 | SDSS J115147.62+484059.3 | SRGE J115147.4+484100 | UGC  6834 | UZC J115147.6+484059 | Z 1149.1+4857 | Z 243-19,177.94841428,48.68312824,,,,-0.035,-0.14,984.0,,,,,,,177.94841428,41.31687176,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=1.499"
Mira B,,* omi Cet B,,,,,,* omi Cet B | ** JOY    1Ab | 2RXP J021921.1-025841 | 2XMM J021920.8-025840 | ADS  1778 P | CCDM J02194-0258P | GALEX J021920.9-025840 | NAME Mira B | V* VZ Cet | WD 0216-032 | WDS J02193-0259Ab,34.83666667,-2.97777778,,,,,,,,,,,,,34.83666667,92.97777778,,DA,white_dwarf,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
MOA 2013-BLG-148A,,NAME MOA 2013-BLG-148A,,,,,,Gaia DR2 4062593935921180288 | NAME MOA 2013-BLG-148A,269.76430746,-28.42055177,0.9191,0.6578,1.397,0.725,-2.794,,,,,,,,269.76430746,118.42055177,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
MOA 2013-BLG-148B,,NAME MOA 2013-BLG-148B,,,,,,Gaia DR2 4062593935921180416 | NAME MOA 2013-BLG-148B,269.76447015,-28.4206824,,,,,,,,,,,,,269.76447015,118.4206824,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
MOA-bin-29,,NAME MOA-bin-29,4056308023653080192,,,,,Gaia DR2 4056308023653080192 | Gaia DR3 4056308023653080192 | NAME MOA-bin-29,269.37641931,-29.73674787,0.0445,0.0872,0.51,-6.589,-9.058,,,,,,,,269.37641931,119.73674787,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=0.952"
Mon OB2 IRS 1,,NAME Mon OB2 IRS 1,3130483498916018816,,,,,2MASS J06343666+0413025 | Gaia DR2 3130483498916018816 | Gaia DR3 3130483498916018816 | NAME Mon OB2 IRS 1 | TIC 234959408,98.65275562,4.21739236,,,,-2.294,-0.881,12.9,,,,,,,98.65275562,85.78260764,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,"Gaia astrometry rejected: low SNR, RUWE > 1.4, duplicate, or non-positive parallax; Gaia RUWE=1.076"
Mon R1,,NAME Mon R1,,,,,,Ass Mon R 1 | NAME Mon R1 | NAME Mon R1 Ring,98.0,10.2,,,,,,,,,,,,,98.0,79.8,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
Mon R2 IRS 1,,NAME Mon R2 IRS 1,,,,,,[BEB76] IRS  1 | [YHI97]  6 | JCMTSE J060745.9-062314 | JCMTSF J060745.9-062314 | NAME Mon R2 IRS 1,91.9425,-6.38597222,,,,,,,,,,,,,91.9425,96.38597222,,B0,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
Mon R2 IRS 2,,NAME Mon R2 IRS 2,,,,,,[BEB76] IRS  2 | [CMD97]  178 | [KKH2002]  67 | [NIT2003] 155 | [YHI97]  2 | NAME Mon R2 IRS 2,91.94095833,-6.38152778,,,,,,,,,,,,,91.94095833,96.38152778,,B0,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
Mon R2 IRS 3,,NAME Mon R2 IRS 3,,,,,,[BEB76] IRS  3 | [CF77] Mon R2 3 | [YHI97]  1 | HIDDEN NAME MonR2 IRS3 | HOBYS J060747.7-062256 | NAME Mon R2 IRS 3,91.94916667,-6.38194444,,,,,,,,,,,,,91.94916667,96.38194444,,,other,SIMBAD,uncertain_or_missing_distance,simbad_named_star,0,
